681448406,FALSE,finalized,3,2/25/15 3:39,negative,1,Late Flight,1,Virgin America,,nicholas_v,,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?","[26.074379, -80.1416831]",2/23/15 5:15,5.69848E+17,,Eastern Time (US & Canada)
681448429,FALSE,finalized,3,2/25/15 0:57,positive,1,,,Virgin America,,cheryleng,,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,"[33.9469039, -118.40716847]",2/22/15 17:48,5.69675E+17,,Pacific Time (US & Canada)
681448432,FALSE,finalized,3,2/25/15 2:40,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"[51.04345575, -114.06071363]",2/22/15 17:14,5.69666E+17,NYC,Tehran
681448435,FALSE,finalized,3,2/25/15 4:14,neutral,1,,,Virgin America,,F6x,,0,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,"[40.64662464, -73.77090177]",2/22/15 16:05,5.69649E+17,"San Francisco, CA",Pacific Time (US & Canada)
681448476,FALSE,finalized,3,2/25/15 6:01,positive,1,,,Virgin America,,jessicajaymes,,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,"[33.94652852, -118.40766257]",2/22/15 12:49,5.696E+17,"hollywood, california",Pacific Time (US & Canada)
681448570,FALSE,finalized,3,2/25/15 8:47,positive,0.6783,,,Virgin America,,advertisingdiva,,0,@VirginAmerica you will match my #AmericanAirlines status? Cool!,"[38.9128188, -77.00798226]",2/21/15 17:15,5.69304E+17,DC - LA - Venice Beach,Eastern Time (US & Canada)
681448604,FALSE,finalized,3,2/25/15 5:23,positive,1,,,Virgin America,,BigRichTexasPam,,0,@VirginAmerica my goodness your people @love field are amazing under pressure âù_ï¸èfrom Texas #beatstheothers in crisis Please fly me to NY,"[32.84359605, -96.84910929]",2/21/15 13:52,5.69253E+17,FREE ADVICE! ,Central Time (US & Canada)
681448619,FALSE,finalized,3,2/25/15 3:17,negative,0.642,Cancelled Flight,0.642,Virgin America,,BigRichTexasPam,,0,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  âù„ï¸èâù„ï¸èâù„ï¸è,"[32.8437698, -96.84928399]",2/21/15 13:18,5.69245E+17,FREE ADVICE! ,Central Time (US & Canada)
681448704,FALSE,finalized,3,2/25/15 0:43,negative,0.6706,Bad Flight,0.3514,Virgin America,,eatgregeat,,0,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews","[26.06726717, -80.14433663]",2/21/15 2:36,5.69083E+17,,Eastern Time (US & Canada)
681448735,FALSE,finalized,3,2/25/15 3:20,positive,1,,,Virgin America,,djchuang,,1,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,"[32.8454782, -96.8504585]",2/20/15 16:27,5.6893E+17,"Orange County, CA",Pacific Time (US & Canada)
681448771,FALSE,finalized,3,2/25/15 9:19,neutral,1,,,Virgin America,,Sleubeau,,0,@VirginAmerica Need to start flying to @KCIAirport .  _Ÿ˜__Ÿ˜€_Ÿ˜ƒ_Ÿ˜„,"[39.24087254, -94.63994975]",2/20/15 12:08,5.68865E+17,"Kansas City, MO",Central Time (US & Canada)
681448789,FALSE,finalized,3,2/25/15 2:25,positive,1,,,Virgin America,,thecompostcook,,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,"[37.77465018, -122.44032176]",2/20/15 8:53,5.68816E+17,"New York, NY",Eastern Time (US & Canada)
681448823,FALSE,finalized,3,2/25/15 3:51,neutral,0.6559,,,Virgin America,,traveldg,,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd","[33.94696831, -118.40747994]",2/19/15 17:05,5.68577E+17,San Francisco,
681448901,FALSE,finalized,3,2/25/15 4:03,negative,0.6702,Customer Service Issue,0.6702,Virgin America,,Pace6445,,0,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,"[40.63767372, -74.11075451]",2/18/15 13:18,5.68158E+17,"Staten Island, NY",
681448966,FALSE,finalized,3,2/25/15 10:16,neutral,1,,,Virgin America,,mattejacob,,0,@VirginAmerica you got cheese pLate Flights too.,"[40.78986648, -73.10068286]",2/17/15 14:06,5.67807E+17,New York x Long Island,Central Time (US & Canada)
681448968,FALSE,finalized,3,2/25/15 0:49,positive,1,,,Virgin America,,Hakenson_LIOX,,0,@VirginAmerica Dad on Segway is the best part of this whole infographic!,"[42.5696777, -71.42056878]",2/17/15 14:04,5.67807E+17,"Waltham, MA",Atlantic Time (Canada)
681448992,FALSE,finalized,3,2/25/15 7:11,neutral,1,,,Virgin America,,WWJAYD,,0,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?,"[37.80065252, -122.43857414]",2/17/15 9:47,5.67742E+17,"San Franciso, CA",Pacific Time (US & Canada)
681448996,FALSE,finalized,3,2/25/15 7:56,neutral,1,,,Virgin America,,PlayjtLV,,0,â€œ@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckcâ€ù @JenniferDawnPro,"[36.08546367, -115.31814055]",2/17/15 8:43,5.67726E+17,"Las Vegas, NV",
681449004,FALSE,finalized,3,2/25/15 3:08,negative,0.6667,Can't Tell,0.3333,United,,andycheco,,0,@united you think you boarded flight AU1066 too early? I think so.,"[19.43706642, -99.07927123]",2/24/15 11:31,5.70305E+17,New York,Eastern Time (US & Canada)
681449020,FALSE,finalized,3,2/25/15 4:59,positive,1,,,United,,Anntasia,,0,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,"[39.8621249, -104.6740909]",2/24/15 10:50,5.70295E+17,New Jersey/Maryland,Pacific Time (US & Canada)
681449079,FALSE,finalized,3,2/25/15 8:00,negative,1,Damaged Luggage,0.6765,United,,jasonpblakey,,0,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,"[52.59657643, -2.19877833]",2/24/15 9:04,5.70268E+17,,London
681449125,FALSE,finalized,3,2/25/15 4:01,neutral,0.6349,,0,United,,Evan_Flay,,0,"@united I guess that's too much ask, huh?","[29.98386923, -95.33729612]",2/24/15 6:58,5.70236E+17,Seattle,Pacific Time (US & Canada)
681449126,FALSE,finalized,3,2/25/15 4:38,negative,0.6288,Bad Flight,0.6288,United,,Evan_Flay,,0,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,"[29.98340611, -95.33682231]",2/24/15 6:57,5.70236E+17,Seattle,Pacific Time (US & Canada)
681449127,FALSE,finalized,3,2/25/15 8:42,negative,1,Customer Service Issue,0.6413,United,,Evan_Flay,,0,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,","[29.98350019, -95.33675519]",2/24/15 6:57,5.70236E+17,Seattle,Pacific Time (US & Canada)
681449128,FALSE,finalized,3,2/25/15 10:02,negative,1,Customer Service Issue,1,United,,Evan_Flay,,0,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,"[29.98377529, -95.33756559]",2/24/15 6:55,5.70236E+17,Seattle,Pacific Time (US & Canada)
681449130,FALSE,finalized,3,2/25/15 3:12,negative,1,Customer Service Issue,0.6818,United,,Evan_Flay,,0,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.","[29.98350283, -95.33678993]",2/24/15 6:54,5.70235E+17,Seattle,Pacific Time (US & Canada)
681449131,FALSE,finalized,3,2/25/15 9:14,negative,1,Flight Attendant Complaints,0.385,United,,Evan_Flay,,0,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,"[29.98384925, -95.3374653]",2/24/15 6:53,5.70235E+17,Seattle,Pacific Time (US & Canada)
681449132,FALSE,finalized,3,2/25/15 0:46,negative,1,Can't Tell,0.3501,United,,Evan_Flay,,0,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,"[29.98372726, -95.33734532]",2/24/15 6:53,5.70235E+17,Seattle,Pacific Time (US & Canada)
681449167,FALSE,finalized,3,2/25/15 1:35,negative,1,Can't Tell,1,United,,Evan_Flay,,0,@united I'm so frustrated and nervous because of this.,"[29.98521945, -90.25215941]",2/24/15 4:53,5.70205E+17,Seattle,Pacific Time (US & Canada)
681449168,FALSE,finalized,3,2/25/15 10:01,negative,1,Flight Attendant Complaints,1,United,,Evan_Flay,,0,@united are the ones who make it difficult for me.,"[29.98698389, -90.25081767]",2/24/15 4:52,5.70205E+17,Seattle,Pacific Time (US & Canada)
681449169,FALSE,finalized,3,2/25/15 4:34,negative,0.6771,Bad Flight,0.3542,United,,Evan_Flay,,0,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,"[29.98699328, -90.25081691]",2/24/15 4:52,5.70205E+17,Seattle,Pacific Time (US & Canada)
681449171,FALSE,finalized,3,2/25/15 9:53,negative,1,Can't Tell,0.668,United,,Evan_Flay,,0,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?","[29.98878092, -90.25836915]",2/24/15 4:40,5.70202E+17,Seattle,Pacific Time (US & Canada)
681449172,FALSE,finalized,3,2/25/15 9:32,negative,0.6515,Bad Flight,0.6515,United,,Evan_Flay,,0,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,"[29.9880285, -90.25781369]",2/24/15 4:39,5.70201E+17,Seattle,Pacific Time (US & Canada)
681449179,FALSE,finalized,3,2/25/15 0:54,negative,1,Customer Service Issue,1,United,,Evan_Flay,,0,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,"[29.987463, -90.25860012]",2/24/15 3:49,5.70189E+17,Seattle,Pacific Time (US & Canada)
681449180,FALSE,finalized,3,2/25/15 6:46,negative,1,Bad Flight,1,United,,Evan_Flay,,0,@united Booked a flight home over 7 months ago and requested seats together for my fiancÃ©e and I. We got 2 middle seats. UNACCEPTABLE. The,"[29.98746669, -90.25862007]",2/24/15 3:49,5.70189E+17,Seattle,Pacific Time (US & Canada)
681449182,FALSE,finalized,3,2/25/15 9:15,positive,0.6455,,,United,,Gouwerijn,,0,@united thnx for the info,"[35.8057062, -78.7869445]",2/24/15 3:46,5.70188E+17,Alphen aan den Rijn,Amsterdam
681449184,FALSE,finalized,3,2/25/15 2:55,negative,1,Lost Luggage,1,United,,jasonpblakey,,0,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines","[52.48854137, -1.91022836]",2/24/15 3:37,5.70186E+17,,London
681449207,FALSE,finalized,3,2/25/15 3:23,negative,1,Late Flight,1,United,,DJPartyMarty,,0,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,"[45.58711296, -122.58038932]",2/24/15 1:22,5.70152E+17,,Pacific Time (US & Canada)
681449217,FALSE,finalized,3,2/25/15 1:47,positive,1,,,United,,raulcordenillo,,0,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,"[59.38247253, 18.00789007]",2/23/15 23:42,5.70127E+17,"Stockholm, Sweden ",Stockholm
681449277,FALSE,finalized,3,2/25/15 4:13,negative,1,Can't Tell,1,United,,mbarnas,,0,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,"[32.86680572, -80.01338439]",2/23/15 21:43,5.70097E+17,"Rochester, NY",Eastern Time (US & Canada)
681449292,FALSE,finalized,3,2/25/15 10:10,neutral,0.6373,,0,United,,DJPartyMarty,,0,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,"[41.9785651, -87.90833965]",2/23/15 21:21,5.70091E+17,,Pacific Time (US & Canada)
681449296,FALSE,finalized,3,2/25/15 7:06,neutral,1,,,United,,paula1231970,,0,@united what time does check in open for flight no UA80 from Manchester to Newark today ?,"[53.36729431, -2.27861694]",2/23/15 21:12,5.70089E+17,,London
681449298,FALSE,finalized,3,2/25/15 4:54,negative,1,Late Flight,0.7048,United,,alikat9220,,0,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.","[41.98202331, -87.90374263]",2/23/15 21:06,5.70087E+17,,Central Time (US & Canada)
681449327,FALSE,finalized,3,2/25/15 0:37,neutral,1,,,United,,Siv,,0,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,"[37.7994546, -122.427629]",2/23/15 20:42,5.70081E+17,"San Francisco, CA",Pacific Time (US & Canada)
681449343,FALSE,finalized,3,2/25/15 1:41,negative,1,Late Flight,1,United,,DJPartyMarty,,0,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,"[41.97777091, -87.90782014]",2/23/15 20:33,5.70079E+17,,Pacific Time (US & Canada)
681449356,FALSE,finalized,3,2/25/15 0:54,negative,1,Can't Tell,1,United,,CharlieGMoney,,1,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,"[41.88298649, -87.63403627]",2/23/15 20:15,5.70075E+17,"Chicago, IL",
681449364,FALSE,finalized,3,2/25/15 1:44,neutral,0.6464,,0,United,,Gouwerijn,,0,"@united question:are there onboad 110 volt outlets in all planes? If so, where?","[35.8056542, -78.786848]",2/23/15 20:05,5.70072E+17,Alphen aan den Rijn,Amsterdam
681449383,FALSE,finalized,3,2/25/15 9:59,negative,1,Flight Attendant Complaints,0.3819,United,,Greg_Mueller,,0,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!","[33.9411179, -118.3972405]",2/23/15 19:43,5.70066E+17,"Hermosa Beach, CA",Pacific Time (US & Canada)
681449400,FALSE,finalized,3,2/25/15 1:29,negative,0.7,Late Flight,0.7,United,,CharlieGMoney,,0,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,"[41.98191311, -87.80888924]",2/23/15 19:21,5.70061E+17,"Chicago, IL",
681449419,FALSE,finalized,3,2/25/15 4:25,negative,1,Cancelled Flight,0.3417,United,,kimberlytwaters,,0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,"[39.85862444, -104.6768992]",2/23/15 19:01,5.70056E+17,Gainesville GA,Atlantic Time (Canada)
681449429,FALSE,finalized,3,2/25/15 1:27,positive,1,,,United,,thetonyblank,,0,@united I appreciate your efforts getting me home!,"[38.9470418, -77.4511456]",2/23/15 18:53,5.70054E+17,"Denver, CO",Eastern Time (US & Canada)
681449436,FALSE,finalized,3,2/25/15 8:18,negative,1,Flight Attendant Complaints,1,United,,CharlieGMoney,,0,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,"[41.97758714, -87.91388554]",2/23/15 18:51,5.70053E+17,"Chicago, IL",
681449442,FALSE,finalized,3,2/25/15 6:48,positive,1,,,United,,thetonyblank,,0,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..","[38.9470207, -77.4511745]",2/23/15 18:41,5.70051E+17,"Denver, CO",Eastern Time (US & Canada)
681449543,FALSE,finalized,3,2/25/15 5:37,negative,0.6482,Customer Service Issue,0.3294,United,,CharlieGMoney,,1,@united So you are inadequate by accident?,"[40.68545235, -74.18374208]",2/23/15 16:31,5.70018E+17,"Chicago, IL",
681449555,FALSE,finalized,3,2/25/15 6:02,neutral,0.6511,,0,United,,koploperfan1992,,0,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now","[51.3228181, 5.3576138]",2/23/15 16:09,5.70013E+17,Winterfell,
681449581,FALSE,finalized,3,2/25/15 7:20,negative,0.6558,Can't Tell,0.356,United,,AaronGirson,,0,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,"[26.07324041, -80.14510971]",2/23/15 15:26,5.70002E+17,,
681449592,FALSE,finalized,3,2/25/15 1:47,negative,1,Flight Attendant Complaints,0.6753,United,,jasonpblakey,,0,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,"[40.69943599, -74.17868875]",2/23/15 15:12,5.69998E+17,,London
681449597,FALSE,finalized,3,2/25/15 5:18,negative,1,Customer Service Issue,1,United,,AaronGirson,,0,@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,"[26.07694041, -80.13546475]",2/23/15 15:03,5.69996E+17,,
681449607,FALSE,finalized,3,2/25/15 1:34,negative,1,Customer Service Issue,1,United,,jasonpblakey,,0,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,"[40.6992418, -74.17884798]",2/23/15 14:46,5.69992E+17,,London
681449637,FALSE,finalized,3,2/25/15 1:03,negative,1,Lost Luggage,1,United,,Margo_Rae,,0,@united of course I did. The bag should be here by now :( #frustrated,"[28.62111274, -81.29294408]",2/23/15 14:18,5.69985E+17,,Eastern Time (US & Canada)
681449649,FALSE,finalized,3,2/25/15 2:40,negative,1,Can't Tell,1,United,,jasonpblakey,,0,@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,"[40.69814396, -74.17906717]",2/23/15 14:04,5.69981E+17,,London
681449651,FALSE,finalized,3,2/25/15 7:43,negative,1,Can't Tell,0.666,United,,franciscogonima,,0,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,"[39.85790482, -104.67039013]",2/23/15 14:01,5.6998E+17,"San Antonio, Texas",Central Time (US & Canada)
681449654,FALSE,finalized,3,2/25/15 9:23,negative,1,longlines,0.6668,United,,franciscogonima,,0,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around","[39.85799572, -104.67056217]",2/23/15 13:58,5.6998E+17,"San Antonio, Texas",Central Time (US & Canada)
681449693,FALSE,finalized,3,2/25/15 6:57,negative,0.6703,Can't Tell,0.34,United,,simonroesner,,0,@united i think he actually did not like your screen  @campilley _Ÿ˜ƒ_Ÿ˜ƒ_Ÿ˜ƒ,"[51.72050559, 8.72711201]",2/23/15 13:11,5.69968E+17,,Athens
681449721,FALSE,finalized,3,2/25/15 8:06,negative,1,Can't Tell,0.3513,United,,segallsays,,0,@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,"[29.7420124, -95.5606921]",2/23/15 12:56,5.69964E+17,"Houston, TX",America/Chicago
681449737,FALSE,finalized,3,2/25/15 7:44,negative,1,Bad Flight,0.3612,United,,bdhowald,,0,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.","[40.6875448, -74.17714813]",2/23/15 12:41,5.6996E+17,"New York, NY",Eastern Time (US & Canada)
681449756,FALSE,finalized,3,2/25/15 4:49,negative,1,Lost Luggage,1,United,,juangarcia202,,0,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD","[19.43493094, -99.18877967]",2/23/15 12:25,5.69956E+17,Mexico City,
681449779,FALSE,finalized,3,2/25/15 2:19,negative,1,Bad Flight,1,United,,segallsays,,0,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,"[29.7421541, -95.5600896]",2/23/15 12:02,5.6995E+17,"Houston, TX",America/Chicago
681449797,FALSE,finalized,3,2/25/15 6:10,negative,1,Late Flight,0.6803,United,,katiedonohue,,0,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.","[41.97745295, -87.91025951]",2/23/15 11:27,5.69942E+17,Washington D.C.,Eastern Time (US & Canada)
681449807,FALSE,finalized,3,2/25/15 4:45,negative,1,Damaged Luggage,0.665,United,,raulcordenillo,,0,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints","[41.97475934, -87.89040377]",2/23/15 11:09,5.69937E+17,"Stockholm, Sweden ",Stockholm
681449810,FALSE,finalized,3,2/25/15 9:33,positive,1,,,United,,koploperfan1992,,0,@united look at this beauty _Ÿ˜‰ dc 10 united airlines _Ÿ˜‰ http://t.co/MvYoizRPdE,"[51.322819, 5.3576218]",2/23/15 11:07,5.69937E+17,Winterfell,
681449812,FALSE,finalized,3,2/25/15 2:36,negative,0.6568,Can't Tell,0.3479,United,,raulcordenillo,,0,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,"[41.97474769, -87.89039148]",2/23/15 11:07,5.69937E+17,"Stockholm, Sweden ",Stockholm
681449816,FALSE,finalized,3,2/25/15 2:14,negative,1,Cancelled Flight,1,United,,katiedonohue,,0,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?","[41.97758466, -87.91065356]",2/23/15 11:06,5.69936E+17,Washington D.C.,Eastern Time (US & Canada)
681449834,FALSE,finalized,3,2/25/15 4:55,negative,1,Cancelled Flight,0.6598,United,,peskyspoll,,0,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!","[29.98788997, -95.34470061]",2/23/15 10:54,5.69933E+17,,Pacific Time (US & Canada)
681449869,FALSE,finalized,3,2/25/15 3:17,negative,0.6995,Can't Tell,0.6995,United,,darrellwhitelaw,,0,@united noooooooooooooooooooooope.,"[45.52146907, -122.69810485]",2/23/15 10:23,5.69926E+17,"SF mostly, NYC & London often.",Central Time (US & Canada)
681449887,FALSE,finalized,3,2/25/15 2:33,negative,1,Customer Service Issue,0.6613,United,,raulcordenillo,,1,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!,"[41.97495038, -87.89005988]",2/23/15 10:10,5.69922E+17,"Stockholm, Sweden ",Stockholm
681449965,FALSE,finalized,3,2/25/15 7:00,negative,1,Customer Service Issue,1,United,,d_goodspeed,,0,@united it won't help...been there done that.,"[29.98877308, -95.33846478]",2/23/15 9:20,5.6991E+17,USA,Central Time (US & Canada)
681450096,FALSE,finalized,3,2/25/15 2:33,negative,1,Flight Booking Problems,0.3564,United,,nikodunham,,0,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR.","[41.97883697, -87.90639116]",2/23/15 6:48,5.69871E+17,chicago,
681450125,FALSE,finalized,3,2/25/15 3:52,neutral,0.6444,,0,United,,Nic_Thoman23,,0,@united I've got a campus visit in an hour and I'm still wearing the same clothes...,"[45.67920767, -111.04847652]",2/23/15 6:07,5.69861E+17,GLP,Eastern Time (US & Canada)
681450139,FALSE,finalized,3,2/25/15 8:07,negative,1,Flight Attendant Complaints,0.6899,United,,nikodunham,,0,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.","[41.97888728, -87.90617197]",2/23/15 5:47,5.69856E+17,chicago,
681450153,FALSE,finalized,3,2/25/15 6:49,negative,1,Can't Tell,0.6474,United,,d_goodspeed,,0,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,"[33.64323551, -84.44248239]",2/23/15 5:21,5.6985E+17,USA,Central Time (US & Canada)
681450159,FALSE,finalized,3,2/25/15 1:40,neutral,0.6291,,,United,,DABranco1,,0,@united sitting in the middle for the first time .. Hope it works out well,"[40.69450196, -74.1749219]",2/23/15 5:06,5.69846E+17,,
681450197,FALSE,finalized,3,2/25/15 1:05,negative,1,Lost Luggage,0.6894,United,,MarcusLake31,,0,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS,"[39.24541389, -106.88172648]",2/23/15 3:00,5.69814E+17,,Sydney
681450203,FALSE,finalized,3,2/25/15 1:21,positive,1,,,United,,Steinberg1,,0,@united I am impressed with your super-fast reply to @CGJase,"[20.0615871, 110.18390431]",2/23/15 2:39,5.69809E+17,Beijing,Beijing
681450274,FALSE,finalized,3,2/25/15 2:19,negative,1,Customer Service Issue,1,United,,MarcusLake31,,0,@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!,"[39.84911904, -104.67447584]",2/22/15 21:23,5.69729E+17,,Sydney
